timestamp,threat_type,source_ip,destination_ip,confidence,details
2026-07-18T13:28:41.915311,anomaly,150.171.110.52,10.53.249.27,1.0,"{'type': 'anomaly', 'method': 'lof', 'score': -22.683, 'confidence': 1.0}"
2026-07-18T13:28:42.694203,anomaly,10.53.249.27,34.40.52.46,1.0,"{'type': 'anomaly', 'method': 'lof', 'score': -23.894, 'confidence': 1.0}"
2026-07-18T13:29:15.699574,anomaly,10.53.249.27,34.40.52.46,1.0,"{'type': 'anomaly', 'method': 'lof', 'score': -24.933, 'confidence': 1.0}"
2026-07-18T13:29:25.330443,signature,10.53.249.66,,1.0,"{'type': 'signature', 'rule': 'arp_spoofing', 'ip': '10.53.249.66', 'original_mac': 'de:35:bd:b7:7f:1a', 'new_mac': 'bc:cd:99:c0:7c:d6', 'confidence': 1.0}"
2026-07-18T13:29:26.352456,signature,10.53.249.66,,1.0,"{'type': 'signature', 'rule': 'arp_spoofing', 'ip': '10.53.249.66', 'original_mac': 'de:35:bd:b7:7f:1a', 'new_mac': 'bc:cd:99:c0:7c:d6', 'confidence': 1.0}"
2026-07-18T13:29:27.376693,signature,10.53.249.66,,1.0,"{'type': 'signature', 'rule': 'arp_spoofing', 'ip': '10.53.249.66', 'original_mac': 'de:35:bd:b7:7f:1a', 'new_mac': 'bc:cd:99:c0:7c:d6', 'confidence': 1.0}"
2026-07-18T13:29:28.464361,signature,10.53.249.66,,1.0,"{'type': 'signature', 'rule': 'arp_spoofing', 'ip': '10.53.249.66', 'original_mac': 'de:35:bd:b7:7f:1a', 'new_mac': 'bc:cd:99:c0:7c:d6', 'confidence': 1.0}"
2026-07-18T13:29:29.423656,signature,10.53.249.66,,1.0,"{'type': 'signature', 'rule': 'arp_spoofing', 'ip': '10.53.249.66', 'original_mac': 'de:35:bd:b7:7f:1a', 'new_mac': 'bc:cd:99:c0:7c:d6', 'confidence': 1.0}"
2026-07-18T13:29:30.652637,signature,10.53.249.66,,1.0,"{'type': 'signature', 'rule': 'arp_spoofing', 'ip': '10.53.249.66', 'original_mac': 'de:35:bd:b7:7f:1a', 'new_mac': 'bc:cd:99:c0:7c:d6', 'confidence': 1.0}"
2026-07-18T13:29:31.677125,signature,10.53.249.66,,1.0,"{'type': 'signature', 'rule': 'arp_spoofing', 'ip': '10.53.249.66', 'original_mac': 'de:35:bd:b7:7f:1a', 'new_mac': 'bc:cd:99:c0:7c:d6', 'confidence': 1.0}"
2026-07-18T13:29:32.495713,signature,10.53.249.66,,1.0,"{'type': 'signature', 'rule': 'arp_spoofing', 'ip': '10.53.249.66', 'original_mac': 'de:35:bd:b7:7f:1a', 'new_mac': 'bc:cd:99:c0:7c:d6', 'confidence': 1.0}"
2026-07-18T13:29:33.519613,signature,10.53.249.66,,1.0,"{'type': 'signature', 'rule': 'arp_spoofing', 'ip': '10.53.249.66', 'original_mac': 'de:35:bd:b7:7f:1a', 'new_mac': 'bc:cd:99:c0:7c:d6', 'confidence': 1.0}"
2026-07-18T13:29:34.543782,signature,10.53.249.66,,1.0,"{'type': 'signature', 'rule': 'arp_spoofing', 'ip': '10.53.249.66', 'original_mac': 'de:35:bd:b7:7f:1a', 'new_mac': 'bc:cd:99:c0:7c:d6', 'confidence': 1.0}"
2026-07-18T13:29:35.567798,signature,10.53.249.66,,1.0,"{'type': 'signature', 'rule': 'arp_spoofing', 'ip': '10.53.249.66', 'original_mac': 'de:35:bd:b7:7f:1a', 'new_mac': 'bc:cd:99:c0:7c:d6', 'confidence': 1.0}"
2026-07-18T13:29:36.591783,signature,10.53.249.66,,1.0,"{'type': 'signature', 'rule': 'arp_spoofing', 'ip': '10.53.249.66', 'original_mac': 'de:35:bd:b7:7f:1a', 'new_mac': 'bc:cd:99:c0:7c:d6', 'confidence': 1.0}"
2026-07-18T13:29:37.616345,signature,10.53.249.66,,1.0,"{'type': 'signature', 'rule': 'arp_spoofing', 'ip': '10.53.249.66', 'original_mac': 'de:35:bd:b7:7f:1a', 'new_mac': 'bc:cd:99:c0:7c:d6', 'confidence': 1.0}"
2026-07-18T13:29:38.640156,signature,10.53.249.66,,1.0,"{'type': 'signature', 'rule': 'arp_spoofing', 'ip': '10.53.249.66', 'original_mac': 'de:35:bd:b7:7f:1a', 'new_mac': 'bc:cd:99:c0:7c:d6', 'confidence': 1.0}"
2026-07-18T13:29:39.868626,signature,10.53.249.66,,1.0,"{'type': 'signature', 'rule': 'arp_spoofing', 'ip': '10.53.249.66', 'original_mac': 'de:35:bd:b7:7f:1a', 'new_mac': 'bc:cd:99:c0:7c:d6', 'confidence': 1.0}"
2026-07-18T13:29:40.893043,signature,10.53.249.66,,1.0,"{'type': 'signature', 'rule': 'arp_spoofing', 'ip': '10.53.249.66', 'original_mac': 'de:35:bd:b7:7f:1a', 'new_mac': 'bc:cd:99:c0:7c:d6', 'confidence': 1.0}"
2026-07-18T13:29:41.712273,signature,10.53.249.66,,1.0,"{'type': 'signature', 'rule': 'arp_spoofing', 'ip': '10.53.249.66', 'original_mac': 'de:35:bd:b7:7f:1a', 'new_mac': 'bc:cd:99:c0:7c:d6', 'confidence': 1.0}"
2026-07-18T13:29:42.903034,signature,10.53.249.66,,1.0,"{'type': 'signature', 'rule': 'arp_spoofing', 'ip': '10.53.249.66', 'original_mac': 'de:35:bd:b7:7f:1a', 'new_mac': 'bc:cd:99:c0:7c:d6', 'confidence': 1.0}"
